
################################################################################
# Gelman-Rubin Diagnostic
################################################################################

Generally the Gelman diagnostic should be < 1.05


Out of 112 variables: 45 > 1.01

                      
22 > 1.05
loglik[8]       1.0009383  1.0030157
loglik[9]       1.0008187  1.0016995
p.fac1[1,1]     1.0019493  1.0048193
p.fac1[1,2]     1.0017877  1.0054883
p.fac1[1,3]     1.0012550  1.0035494
p.fac1[1,4]     1.0217473  1.0313607
p.fac1[10,1]    1.0030034  1.0058766
p.fac1[10,2]    1.0005595  1.0028105
p.fac1[10,3]    1.0012759  1.0022130
p.fac1[10,4]    1.0006696  1.0031796
p.fac1[11,1]    1.0034727  1.0096239
p.fac1[11,2]    1.0016794  1.0018238
p.fac1[11,3]    1.0022254  1.0069997
p.fac1[11,4]    1.0010008  1.0025016
p.fac1[12,1]    1.0029880  1.0088635
p.fac1[12,2]    1.0037676  1.0052096
p.fac1[12,3]    1.0024223  1.0089295
p.fac1[12,4]    0.9998914  1.0006310
p.fac1[13,1]    1.0016282  1.0035876
p.fac1[13,2]    1.0073679  1.0144717
p.fac1[13,3]    1.0011182  1.0038135
p.fac1[13,4]    1.0004515  1.0028629
p.fac1[2,1]     1.0021069  1.0052348
p.fac1[2,2]     1.0000031  1.0002129
p.fac1[2,3]     1.0018219  1.0045019
p.fac1[2,4]     1.0101025  1.0150483
p.fac1[3,1]     1.0018549  1.0049288
p.fac1[3,2]     1.0007341  1.0037333
p.fac1[3,3]     1.0017695  1.0051034
p.fac1[3,4]     1.0232896  1.0351215
p.fac1[4,1]     1.0043237  1.0113115
p.fac1[4,2]     1.0024348  1.0050410
p.fac1[4,3]     1.0028858  1.0080498
p.fac1[4,4]     1.0117856  1.0153866
p.fac1[5,1]     1.0025020  1.0063092
p.fac1[5,2]     1.0010892  1.0011446
p.fac1[5,3]     1.0011434  1.0030644
p.fac1[5,4]     1.0056646  1.0132119
p.fac1[6,1]     1.0055386  1.0108659
p.fac1[6,2]     1.0006804  1.0031538
p.fac1[6,3]     1.0048620  1.0115518
p.fac1[6,4]     1.0047122  1.0071668
p.fac1[7,1]     1.0020034  1.0048189
p.fac1[7,2]     1.0041017  1.0068169
p.fac1[7,3]     1.0011864  1.0030134
p.fac1[7,4]     1.0046206  1.0107332
p.fac1[8,1]     1.0028423  1.0068639
p.fac1[8,2]     1.0003157  1.0007096
p.fac1[8,3]     1.0019010  1.0056352
p.fac1[8,4]     1.0054317  1.0093852
p.fac1[9,1]     1.0020268  1.0066663
p.fac1[9,2]     1.0124365  1.0131801
p.fac1[9,3]     1.0014791  1.0050621
p.fac1[9,4]     1.0003082  1.0013066
p.global[1]     1.0016569  1.0053686
p.global[2]     1.0064331  1.0074064
p.global[3]     1.0008458  1.0035971
p.global[4]     1.0040345  1.0069712
resid.prop[1]   1.0007808  1.0031377
resid.prop[2]   1.0086238  1.0111234

################################################################################
# Geweke Diagnostic
################################################################################

The Geweke diagnostic is a standard z-score, so we'd expect 5% to be outside +/-1.96
Number of variables outside +/-1.96 in each chain (out of 
112
):


       Chain 1 Chain 2 Chain 3
Geweke       4       5       2


And here are the Geweke diagnostics for all variables:

               chain1 chain2 chain3
deviance        1.245  0.165 -0.261
fac1.sig       -0.239 -0.348  0.720
ilr.fac1[1,1]  -0.274 -1.955  0.218
ilr.fac1[1,2]   0.189  0.448 -1.603
ilr.fac1[1,3]   0.213  1.273  0.648
ilr.fac1[10,1]  2.096 -0.669  0.888
ilr.fac1[10,2] -1.081 -0.966 -0.226
ilr.fac1[10,3]  0.356  0.095  1.282
ilr.fac1[11,1]  0.843  0.176  1.133
ilr.fac1[11,2]  1.077 -0.468 -1.811
ilr.fac1[11,3] -0.456  0.262  2.125
ilr.fac1[12,1]  0.917  0.884 -1.438
ilr.fac1[12,2]  0.475 -0.247  0.743
ilr.fac1[12,3]  1.158 -0.810  1.327
ilr.fac1[13,1]  1.375  0.695  1.937
ilr.fac1[13,2] -1.261  0.018  1.155
ilr.fac1[13,3]  0.659 -1.488 -1.416
ilr.fac1[2,1]   0.562 -0.834  0.120
ilr.fac1[2,2]   0.123  1.608 -0.632
ilr.fac1[2,3]   0.625 -0.370 -0.362
ilr.fac1[3,1]   0.448 -0.133 -2.123
ilr.fac1[3,2]   0.265  1.165 -0.172
ilr.fac1[3,3]   0.993 -1.380  0.905
ilr.fac1[4,1]   1.176 -0.113  0.486
ilr.fac1[4,2]   1.035  0.723 -0.055
ilr.fac1[4,3]   0.297 -0.363  0.812
ilr.fac1[5,1]   1.132 -1.375  0.303
ilr.fac1[5,2]  -0.776 -0.416 -0.872
ilr.fac1[5,3]  -0.903 -0.148 -0.994
ilr.fac1[6,1]  -0.642  0.972 -1.183
ilr.fac1[6,2]   2.121  0.177 -0.197
ilr.fac1[6,3]   0.609  0.643 -1.232
ilr.fac1[7,1]  -0.936 -0.088 -0.291
ilr.fac1[7,2]   1.297  0.587 -0.872
ilr.fac1[7,3]   0.612 -0.572  1.010
ilr.fac1[8,1]   1.268  0.053  0.357
ilr.fac1[8,2]   1.525  0.639  0.345
ilr.fac1[8,3]  -1.857  0.818  0.423
ilr.fac1[9,1]  -0.160  0.120 -0.256
ilr.fac1[9,2]   0.202  0.442  0.667
ilr.fac1[9,3]   0.633 -1.403 -0.974
loglik[1]      -0.187 -0.173  1.027
loglik[10]     -0.510 -0.757  0.067
loglik[11]     -0.672 -0.062 -0.793
loglik[12]     -1.541 -0.185  0.647
loglik[13]     -5.114  0.522  1.085
loglik[2]       0.093 -1.496  0.093
loglik[3]       0.528 -1.848  0.336
loglik[4]      -1.399  3.820 -0.425
loglik[5]      -0.504  0.493 -0.711
loglik[6]      -0.639 -1.128  1.560
loglik[7]      -0.213 -0.518  0.468
loglik[8]       0.012 -0.359 -0.112
loglik[9]      -1.024  2.072 -1.894
p.fac1[1,1]     0.610 -1.374  0.180
p.fac1[1,2]     1.362  0.523 -1.581
p.fac1[1,3]    -0.754  0.825  0.154
p.fac1[1,4]    -0.017  0.945 -0.745
p.fac1[10,1]    0.228  0.186  1.530
p.fac1[10,2]   -0.501 -0.259 -0.350
p.fac1[10,3]    0.005 -0.566 -1.463
p.fac1[10,4]   -0.661  1.458  0.092
p.fac1[11,1]    0.714 -0.271  1.034
p.fac1[11,2]    0.119 -0.210 -0.177
p.fac1[11,3]   -0.734 -0.269 -0.676
p.fac1[11,4]   -0.190  1.881 -1.281
p.fac1[12,1]    0.686 -0.204  0.661
p.fac1[12,2]    0.045 -1.203  1.363
p.fac1[12,3]   -0.385  0.104 -0.935
p.fac1[12,4]   -1.528  1.859 -0.684
p.fac1[13,1]    0.228  0.495  1.383
p.fac1[13,2]   -1.069 -1.171 -0.340
p.fac1[13,3]    0.408 -0.575 -1.394
p.fac1[13,4]   -2.017  2.010  1.059
p.fac1[2,1]     0.482  0.763  0.142
p.fac1[2,2]     1.012  0.926 -0.233
p.fac1[2,3]    -0.624 -1.290 -0.306
p.fac1[2,4]     0.103  1.220  0.704
p.fac1[3,1]     0.745  0.226  0.147
p.fac1[3,2]     0.179  0.673  1.043
p.fac1[3,3]    -0.738 -0.660 -0.325
p.fac1[3,4]    -0.110  1.225  0.005
p.fac1[4,1]     1.105  0.730  1.431
p.fac1[4,2]     0.146 -0.230  0.211
p.fac1[4,3]    -1.316 -0.982 -1.283
p.fac1[4,4]    -0.210  1.515 -0.744
p.fac1[5,1]    -0.104 -0.478  0.297
p.fac1[5,2]     0.244  0.672  0.121
p.fac1[5,3]    -0.082  0.038 -0.467
p.fac1[5,4]     0.486  1.190  0.599
p.fac1[6,1]     1.042  0.336 -0.155
p.fac1[6,2]     1.630 -0.299  0.980
p.fac1[6,3]    -1.460 -0.546  0.055
p.fac1[6,4]     0.164  1.201  0.021
p.fac1[7,1]     0.529  0.492  0.259
p.fac1[7,2]     1.153  0.021 -0.782
p.fac1[7,3]    -0.923 -0.641 -0.132
p.fac1[7,4]     0.652  1.334  0.016
p.fac1[8,1]     0.658 -0.025  1.285
p.fac1[8,2]     0.811  0.368 -0.216
p.fac1[8,3]    -0.906 -0.340 -1.277
p.fac1[8,4]     0.909  1.122  0.163
p.fac1[9,1]     0.544 -0.325  0.996
p.fac1[9,2]     0.634 -0.566  0.908
p.fac1[9,3]    -0.633 -0.047 -0.937
p.fac1[9,4]    -0.440  2.054  0.477
p.global[1]     0.211  0.136  0.984
p.global[2]     1.121 -0.874  0.027
p.global[3]    -0.499 -0.418 -1.057
p.global[4]    -0.078  1.677  0.390
resid.prop[1]  -1.533  2.195 -0.909
resid.prop[2]   1.708 -1.130 -0.076
